All event log messages.
Date:	2014-08-19 10:18:08
System Name:	2600-501273
Controller Name:	
Controller Id	2600-501273

RobotWare:	5.15.5001
Key:	ec2222Bz6xD9A22I22Y422h22Go23z
Options:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-2 German
		709-x DeviceNet
			709-2/709-5 Master/Slave Dual
			608-1 World Zones
			611-1 Path Recovery
			613-1 Collision Detection
			812-1 Production Manager
			633-1 Arc
				650-x Power source type
					External option loaded Welder
					652-1 BullsEye
					653-x Torch Service
						653-2 Binzel - TC97

DriveModule1
Key:	Mxth-XqT01hhjhRhK
Options:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 2600
			2600ID-8/2.00
				No motor fan
				Drive System 09 2600/4400/6400R
					No additional drive

AW-MILLER-AA-007
	Key:	07PPWQPPPPO-.PFlVhgF5E-1b
Options:	

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
15717     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-08 15:54:44 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}
16784     	I   	IO & Communication  	71412   	The DeviceNet bus has regained the bus power	2014-08-08 20:20:02 	The DeviceNet bus <DeviceNet1> has regained the 24 V bus power.	{args: "DeviceNet1"}
16785     	I   	IO & Communication  	71390   	The DeviceNet bus have recovered from bus off	2014-08-08 20:20:02 	The DeviceNet bus <DeviceNet1> have recovered from bus off state.	{args: "DeviceNet1"}
16787     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-08 20:23:10 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}
16820     	I   	IO & Communication  	71412   	The DeviceNet bus has regained the bus power	2014-08-08 21:38:20 	The DeviceNet bus <DeviceNet1> has regained the 24 V bus power.	{args: "DeviceNet1"}
16821     	E   	IO & Communication  	71301   	Bus off, DeviceNet bus communication failure	2014-08-08 21:38:20 	A major number of communication errors occurred on DeviceNet bus <DeviceNet1>.	{args: "DeviceNet1"}
16822     	I   	IO & Communication  	71390   	The DeviceNet bus have recovered from bus off	2014-08-08 21:38:22 	The DeviceNet bus <DeviceNet1> have recovered from bus off state.	{args: "DeviceNet1"}
17077     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-08 22:27:21 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}
17093     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-09 12:07:24 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}
40123     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-14 19:00:50 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}
44644     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-15 15:59:20 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}
45935     	E   	IO & Communication  	71299   	No power on DeviceNet bus               	2014-08-18 15:40:54 	The 24 V power supply from the DeviceNet power supply is missing.	{args: "DeviceNet1"}

User log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
44996     	I   	User                	80003   	RunMode: 1                              	2014-08-18 10:29:21 	soAwCycleOn: 1	{args: "RunMode: 1", "soAwCycleOn: 1"}
45341     	I   	User                	80003   	RunMode: 2                              	2014-08-18 11:08:41 	soAwCycleOn: 1	{args: "RunMode: 2", "soAwCycleOn: 1"}
45428     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 11:15:44 		{args: "awEqMillerAa July 23 2012"}
45429     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 11:15:46 		{args: "awEqMillerAa July 23 2012"}
45432     	W   	User                	80002   	T_ROB1 Active                           	2014-08-18 11:15:54 		{args: "T_ROB1 Active"}
45681     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 13:48:05 		{args: "awEqMillerAa July 23 2012"}
45682     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 13:48:08 		{args: "awEqMillerAa July 23 2012"}
45685     	W   	User                	80002   	T_ROB1 Active                           	2014-08-18 13:48:15 		{args: "T_ROB1 Active"}
45855     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 14:57:58 		{args: "awEqMillerAa July 23 2012"}
45856     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 14:58:01 		{args: "awEqMillerAa July 23 2012"}
45859     	W   	User                	80002   	T_ROB1 Active                           	2014-08-18 14:58:08 		{args: "T_ROB1 Active"}
45911     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 15:20:18 		{args: "awEqMillerAa July 23 2012"}
45912     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 15:20:20 		{args: "awEqMillerAa July 23 2012"}
45915     	W   	User                	80002   	T_ROB1 Active                           	2014-08-18 15:20:27 		{args: "T_ROB1 Active"}
45946     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 15:42:32 		{args: "awEqMillerAa July 23 2012"}
45947     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 15:42:35 		{args: "awEqMillerAa July 23 2012"}
45950     	W   	User                	80002   	T_ROB1 Active                           	2014-08-18 15:42:42 		{args: "T_ROB1 Active"}
46024     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-19 06:57:08 		{args: "awEqMillerAa July 23 2012"}
46025     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-19 06:57:11 		{args: "awEqMillerAa July 23 2012"}
46028     	W   	User                	80002   	T_ROB1 Active                           	2014-08-19 06:57:18 		{args: "T_ROB1 Active"}

Internal log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
45103     	E   	Internal            	100000  	Internal error                          	2014-08-18 10:40:29 	Hpjts.c 3926 HPJTS: Jogvector timeout, vector set to zero.	{args: "Hpjts.c 3926 HPJTS: Jogvector timeout, vector set to zero."}
45112     	E   	Internal            	100000  	Internal error                          	2014-08-18 10:40:36 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45113     	E   	Internal            	100000  	Internal error                          	2014-08-18 10:40:36 	Servots.c 7016 Cannot move robot in state CONTROL OFF. MG = 0	{args: "Servots.c 7016 Cannot move robot in state CONTROL OFF. MG = 0"}
45128     	E   	Internal            	100000  	Internal error                          	2014-08-18 10:41:40 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45129     	E   	Internal            	100000  	Internal error                          	2014-08-18 10:41:40 	Servots.c 7016 Cannot move robot in state CONTROL OFF. MG = 0	{args: "Servots.c 7016 Cannot move robot in state CONTROL OFF. MG = 0"}
45158     	E   	Internal            	100000  	Internal error                          	2014-08-18 10:45:16 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45159     	E   	Internal            	100000  	Internal error                          	2014-08-18 10:45:16 	Servots.c 7016 Cannot move robot in state CONTROL OFF. MG = 0	{args: "Servots.c 7016 Cannot move robot in state CONTROL OFF. MG = 0"}
45174     	E   	Internal            	100000  	Internal error                          	2014-08-18 10:50:18 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45192     	E   	Internal            	100000  	Internal error                          	2014-08-18 10:51:13 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45209     	E   	Internal            	100000  	Internal error                          	2014-08-18 10:58:52 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45231     	E   	Internal            	100000  	Internal error                          	2014-08-18 11:02:57 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45232     	E   	Internal            	100000  	Internal error                          	2014-08-18 11:02:57 	Servots.c 7016 Cannot move robot in state CONTROL OFF. MG = 0	{args: "Servots.c 7016 Cannot move robot in state CONTROL OFF. MG = 0"}
45251     	E   	Internal            	100000  	Internal error                          	2014-08-18 11:03:35 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45263     	E   	Internal            	100000  	Internal error                          	2014-08-18 11:04:01 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45308     	E   	Internal            	100000  	Internal error                          	2014-08-18 11:06:20 	Hpjts.c 3926 HPJTS: Jogvector timeout, vector set to zero.	{args: "Hpjts.c 3926 HPJTS: Jogvector timeout, vector set to zero."}
45324     	E   	Internal            	100000  	Internal error                          	2014-08-18 11:07:30 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45395     	E   	Internal            	100000  	Internal error                          	2014-08-18 11:09:40 	Hpjts.c 3926 HPJTS: Jogvector timeout, vector set to zero.	{args: "Hpjts.c 3926 HPJTS: Jogvector timeout, vector set to zero."}
45544     	E   	Internal            	100000  	Internal error                          	2014-08-18 12:41:59 	Servo.c 2121 Control on timeout.	{args: "Servo.c 2121 Control on timeout."}
45596     	E   	Internal            	100000  	Internal error                          	2014-08-18 12:56:10 	Hpjts.c 3926 HPJTS: Jogvector timeout, vector set to zero.	{args: "Hpjts.c 3926 HPJTS: Jogvector timeout, vector set to zero."}
45597     	E   	Internal            	100000  	Internal error                          	2014-08-18 12:56:11 	Hpjts.c 3926 HPJTS: Jogvector timeout, vector set to zero.	{args: "Hpjts.c 3926 HPJTS: Jogvector timeout, vector set to zero."}

Process log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
45851     	W   	Process             	111717  	Torch Services Warning                  	2014-08-18 14:57:55 	Torch services MechClean has unconfigured IO.	{args: }
45852     	W   	Process             	111715  	Torch Services Warning                  	2014-08-18 14:57:55 	Torch services Spray has unconfigured IO.	{args: }
